,hanzi,pinyin,translation,ipa,valid_ipa,dolgo,custom_alphabet_5,custom_alphabet_10,custom_alphabet_15,custom_alphabet_20
4366,危机,wēi jī,crisis,weɪtɕi,True,RVVTKV,DAABBA,FDHCBH,DMBGOL,QLLRMS
4367,违背,wéi bèi,to violate,weɪpeɪ,True,RVVPVV,DAACAA,FDHGDH,DMBCMB,QLLILL
4368,维持,wéi chí,to keep,weɪʈʂʰɨ,True,RVVTTV,DAABBFA,FDHIIKH,DMBGOPL,QLLRFUS
4369,维生素,wéi shēng sù,vitamin,weɪʂɤŋsu,True,RVVTVNTV,DAABAEBD,FDHIDEIF,DMBOINGD,QLLFBPFK
4370,维修,wéi xiū,maintenance (of equipment),weɪɕjoʊ,True,RVVKRVV,DAABADD,FDHBHAH,DMBOLIB,QLLMCBO
4371,唯独,wéi dú,only,weɪtu,True,RVVTV,DAABD,FDHCF,DMBGD,QLLRK
4372,为难,wéi nán,to feel embarrassed or awkward,weɪnan,True,RVVNVN,DAACAC,FDHCDC,DMBKFK,QLLAGA
4373,为期,wéi qī,(to be done) by (a certain date),weɪtɕʰi,True,RVVTKV,DAABBFA,FDHCBKH,DMBGOPL,QLLRMUS
4374,为首,wéi shǒu,head,weɪʂoʊ,True,RVVTVV,DAABDD,FDHIAH,DMBOIB,QLLFBO
4375,委员,wěi yuán,committee member,weɪɥœn,True,RVVRVN,DAADAC,FDHFAC,DMBDMK,QLLQLA
4376,伪造,wěi zào,to forge,weɪtsɑʊ,True,RVVTTVV,DAABBAD,FDHCIDH,DMBGGFB,QLLRFGO
4377,胃口,wèi kǒu,appetite,weɪkʰoʊ,True,RVVKVV,DAAEFDD,FDHEKAH,DMBEPIB,QLLEUBO
4378,位于,wèi yú,to be located at,weɪy,True,RVVV,DAAD,FDHF,DMBD,QLLK
4379,未免,wèi miǎn,unavoidable,weɪmjɛn,True,RVVMRVN,DAACAAC,FDHGHAC,DMBKLMK,QLLICLA
4380,畏惧,wèi jù,to fear,weɪtɕy,True,RVVTKV,DAABBD,FDHCBF,DMBGOD,QLLRMK
4381,卫星,wèi xīng,(space) satellite,weɪɕiŋ,True,RVVKVN,DAABAE,FDHBHE,DMBOLN,QLLMSP
4382,慰问,wèi wèn,to express sympathy,weɪwən,True,RVVRVN,DAADAC,FDHFAC,DMBDBK,QLLQLA
4383,温带,wēn dài,temperate zone,wəntaɪ,True,RVNTVV,DACBAA,FACCDH,DBKGFB,QLARGL
4384,温和,wēn hé,mild,wənxɤ,True,RVNKV,DACEA,FACED,DBKEI,QLAEB
4385,文凭,wén píng,diploma,wənpʰiŋ,True,RVNPVN,DACCFAE,FACGKHE,DBKCPLN,QLAIUSP
4386,文物,wén wù,cultural relic,wənu,True,RVNV,DACD,FACF,DBKD,QLAK
4387,文献,wén xiàn,document,wənɕjɛn,True,RVNKRVN,DACBAAC,FACBHAC,DBKOLMK,QLAMCLA
4388,文雅,wén yǎ,elegant,wənja,True,RVNRV,DACAA,FACHD,DBKLF,QLACG
4389,文艺,wén yì,literature and art,wəni,True,RVNV,DACA,FACH,DBKL,QLAS
4390,问世,wèn shì,to be published,wənʂɨ,True,RVNTV,DACBA,FACIH,DBKOL,QLAFS
4391,窝,wō,nest,wɔ,True,RV,DA,FA,DI,QB
4392,乌黑,wū hēi,jet-black,uxeɪ,True,VKVV,DEAA,FEDH,DEMB,KELL
4393,污蔑,wū miè,to slander,umjɛ,True,VMRV,DCAA,FGHA,DKLM,KICL
4394,诬陷,wū xiàn,to entrap,uɕjɛn,True,VKRVN,DBAAC,FBHAC,DOLMK,KMCLA
4395,无比,wú bǐ,incomparable,upi,True,VPV,DCA,FGH,DCL,KIS
4396,无偿,wú cháng,free,uʈʂʰɑŋ,True,VTTVN,DBBFAE,FIIKDE,DGOPFN,KRFUGP
4397,无耻,wú chǐ,without any sense of shame,uʈʂʰɨ,True,VTTV,DBBFA,FIIKH,DGOPL,KRFUS
4398,无从,wú cóng,not to have access,utsʰʊŋ,True,VTTVN,DBBFDE,FCIKHE,DGGPBN,KRFUOP
4399,无动于衷,wú dòng yú zhōng,aloof,utʊŋyʈʂʊŋ,True,VTVNVTTVN,DBDEDBBDE,FCHEFIIHE,DGBNDGOBN,KROPKRFOP
4400,无非,wú fēi,only,ufeɪ,True,VPVV,DCAA,FGDH,DCMB,KNLL
4401,无精打采,wú jīng dǎ cǎi,dispirited and downcast (idiom); listless,utɕiŋtatsʰaɪ,True,VTKVNTVTTVV,DBBAEBABBFAA,FCBHECDCIKDH,DGOLNGFGGPFB,KRMSPRGRFUGL
4402,无可奉告,wú kě fèng gào,"(idiom) ""no comment""",ukʰɤfɤŋkɑʊ,True,VKVPVNKVV,DEFACAEEAD,FEKDGDEEDH,DEPICINEFB,KEUBNBPEGO
4403,无可奈何,wú kě nài hé,have no way out,ukʰɤnaɪxɤ,True,VKVNVVKV,DEFACAAEA,FEKDCDHED,DEPIKFBEI,KEUBAGLEB
4404,无赖,wú lài,hoodlum,ulaɪ,True,VRVV,DBAA,FCDH,DJFB,KJGL
4405,无理取闹,wú lǐ qǔ nào,to make trouble without reason (idiom); to be deliberately provocative,ulitɕʰynɑʊ,True,VRVTKVNVV,DBABBFDCAD,FCHCBKFCDH,DJLGOPDKFB,KJSRMUKAGO
4406,无能为力,wú néng wéi lì,impotent (idiom),unɤŋweɪli,True,VNVNRVVRV,DCAEDAABA,FCDEFDHCH,DKINDMBJL,KABPQLLJS
4407,无穷无尽,wú qióng wú jìn,vast and limitless (idiom); endless span of time,utɕʰjʊŋutɕin,True,VTKRVNVTKVN,DBBFADEDBBAC,FCBKHHEFCBHC,DGOPLBNDGOLK,KRMUCOPKRMSA
4408,无微不至,wú wēi bù zhì,in every possible way (idiom); meticulous,uweɪpuʈʂɨ,True,VRVVPVTTV,DDAACDBBA,FFDHGFIIH,DDMBCDGOL,KQLLIKRFS
4409,无忧无虑,wú yōu wú lǜ,carefree and without worries (idiom),uyoʊuly,True,VVVVVRV,DDDDDBD,FFAHFCF,DDIBDJD,KKBOKJK
4410,无知,wú zhī,ignorant,uʈʂɨ,True,VTTV,DBBA,FIIH,DGOL,KRFS
4411,舞蹈,wǔ dǎo,dance,utɑʊ,True,VTVV,DBAD,FCDH,DGFB,KRGO
4412,武侠,wǔ xiá,martial arts chivalry (Chinese literary,uɕja,True,VKRV,DBAA,FBHD,DOLF,KMCG
4413,武装,wǔ zhuāng,arms,uʈʂwɑŋ,True,VTTRVN,DBBDAE,FIIFDE,DGODFN,KRFQGP
4414,侮辱,wǔ rǔ,to insult,uʐu,True,VTV,DBD,FIF,DAD,KHK
4415,勿,wù,do not,u,True,V,D,F,D,K
4416,务必,wù bì,must,upi,True,VPV,DCA,FGH,DCL,KIS
4417,务实,wù shí,pragmatic,uʂɨ,True,VTV,DBA,FIH,DOL,KFS
4418,误差,wù chā,difference,uʈʂʰa,True,VTTV,DBBFA,FIIKD,DGOPF,KRFUG
4419,误解,wù jiě,to misunderstand,utɕjɛ,True,VTKRV,DBBAA,FCBHA,DGOLM,KRMCL
4420,物美价廉,wù měi jià lián,good quality and cheap,umeɪtɕjaljɛn,True,VMVVTKRVRRVN,DCAABBAABAAC,FGDHCBHDCHAC,DKMBGOLFJLMK,KILLRMCGJCLA
4421,物资,wù zī,goods,utsɯ,True,VTTV,DBBA,FCIH,DGGB,KRFO
4422,溪,xī,variant of 溪,ɕi,True,KV,BA,BH,OL,MS
4423,膝盖,xī gài,knee,ɕikaɪ,True,KVKVV,BAEAA,BHEDH,OLEFB,MSEGL
4424,熄灭,xī miè,to stop burning,ɕimjɛ,True,KVMRV,BACAA,BHGHA,OLKLM,MSICL
4425,吸取,xī qǔ,to absorb,ɕitɕʰy,True,KVTKV,BABBFD,BHCBKF,OLGOPD,MSRMUK
4426,昔日,xī rì,formerly,ɕiʐɨ,True,KVTV,BABA,BHIH,OLAL,MSHS
4427,牺牲,xī shēng,to sacrifice oneself,ɕiʂɤŋ,True,KVTVN,BABAE,BHIDE,OLOIN,MSFBP
4428,夕阳,xī yáng,sunset,ɕijɑŋ,True,KVRVN,BAAAE,BHHDE,OLLFN,MSCGP
4429,媳妇,xí fù,daughter-in-law,ɕifu,True,KVPV,BACD,BHGF,OLCD,MSNK
4430,习俗,xí sú,custom,ɕisu,True,KVTV,BABD,BHIF,OLGD,MSFK
4431,袭击,xí jī,attack (esp. surprise attack),ɕitɕi,True,KVTKV,BABBA,BHCBH,OLGOL,MSRMS
4432,喜闻乐见,xǐ wén lè jiàn,a delight to see (idiom); an attractive spectacle,ɕiwənlɤtɕjɛn,True,KVRVNRVTKRVN,BADACBABBAAC,BHFACCDCBHAC,OLDBKJIGOLMK,MSQLAJBRMCLA
4433,喜悦,xǐ yuè,happy,ɕiɥœ,True,KVRV,BADA,BHFA,OLDM,MSQL
4434,系列,xì liè,series,ɕiljɛ,True,KVRRV,BABAA,BHCHA,OLJLM,MSJCL
4435,细胞,xì bāo,cell (biology),ɕipɑʊ,True,KVPVV,BACAD,BHGDH,OLCFB,MSIGO
4436,细菌,xì jūn,bacterium,ɕitɕyn,True,KVTKVN,BABBDC,BHCBFC,OLGODK,MSRMKA
4437,细致,xì zhì,delicate,ɕiʈʂɨ,True,KVTTV,BABBA,BHIIH,OLGOL,MSRFS
4438,霞,xiá,red clouds,ɕja,True,KRV,BAA,BHD,OLF,MCG
4439,狭隘,xiá ài,narrow,ɕjaaɪ,True,KRVVV,BAAAA,BHDDH,OLFFB,MCGGL
4440,狭窄,xiá zhǎi,narrow,ɕjaʈʂaɪ,True,KRVTTVV,BAABBAA,BHDIIDH,OLFGOFB,MCGRFGL
4441,峡谷,xiá gǔ,canyon,ɕjaku,True,KRVKV,BAAED,BHDEF,OLFED,MCGEK
4442,夏令营,xià lìng yíng,summer camp,ɕjaliŋiŋ,True,KRVRVNVN,BAABAEAE,BHDCHEHE,OLFJLNLN,MCGJSPSP
4443,下属,xià shǔ,subordinate,ɕjaʂu,True,KRVTV,BAABD,BHDIF,OLFOD,MCGFK
4444,先进,xiān jìn,advanced (technology),ɕjɛntɕin,True,KRVNTKVN,BAACBBAC,BHACCBHC,OLMKGOLK,MCLARMSA
4445,先前,xiān qián,before,ɕjɛntɕʰjɛn,True,KRVNTKRVN,BAACBBFAAC,BHACCBKHAC,OLMKGOPLMK,MCLARMUCLA
4446,鲜明,xiān míng,bright,ɕjɛnmiŋ,True,KRVNMVN,BAACCAE,BHACGHE,OLMKKLN,MCLAISP
4447,掀起,xiān qǐ,to lift,ɕjɛntɕʰi,True,KRVNTKV,BAACBBFA,BHACCBKH,OLMKGOPL,MCLARMUS
4448,纤维,xiān wéi,fiber,ɕjɛnweɪ,True,KRVNRVV,BAACDAA,BHACFDH,OLMKDMB,MCLAQLL
4449,弦,xián,bow string,ɕjɛn,True,KRVN,BAAC,BHAC,OLMK,MCLA
4450,嫌,xián,to dislike,ɕjɛn,True,KRVN,BAAC,BHAC,OLMK,MCLA
4451,嫌疑,xián yí,suspicion,ɕjɛni,True,KRVNV,BAACA,BHACH,OLMKL,MCLAS
4452,闲话,xián huà,digression,ɕjɛnxwa,True,KRVNKRV,BAACEDA,BHACEFD,OLMKEDF,MCLAEQG
4453,贤惠,xián huì,chaste,ɕjɛnxweɪ,True,KRVNKRVV,BAACEDAA,BHACEFDH,OLMKEDMB,MCLAEQLL
4454,衔接,xián jiē,to join together,ɕjɛntɕjɛ,True,KRVNTKRV,BAACBBAA,BHACCBHA,OLMKGOLM,MCLARMCL
4455,显著,xiǎn zhù,outstanding,ɕjɛnʈʂu,True,KRVNTTV,BAACBBD,BHACIIF,OLMKGOD,MCLARFK
4456,现场,xiàn chǎng,lit. actual location,ɕjɛnʈʂʰɑŋ,True,KRVNTTVN,BAACBBFAE,BHACIIKDE,OLMKGOPFN,MCLARFUGP
4457,现成,xiàn chéng,ready-made,ɕjɛnʈʂʰɤŋ,True,KRVNTTVN,BAACBBFAE,BHACIIKDE,OLMKGOPIN,MCLARFUBP
4458,现状,xiàn zhuàng,current situation,ɕjɛnʈʂwɑŋ,True,KRVNTTRVN,BAACBBDAE,BHACIIFDE,OLMKGODFN,MCLARFQGP
4459,宪法,xiàn fǎ,constitution (of a country),ɕjɛnfa,True,KRVNPV,BAACCA,BHACGD,OLMKCF,MCLANG
4460,陷害,xiàn hài,to entrap,ɕjɛnxaɪ,True,KRVNKVV,BAACEAA,BHACEDH,OLMKEFB,MCLAEGL
4461,陷入,xiàn rù,to sink into,ɕjɛnʐu,True,KRVNTV,BAACBD,BHACIF,OLMKAD,MCLAHK
4462,馅儿,xiàn r,erhua variant of 餡|馅,ɕjɛnɻ,True,KRVNR,BAACA,BHACI,OLMKJ,MCLAC
4463,线索,xiàn suǒ,trail,ɕjɛnswɔ,True,KRVNTRV,BAACBDA,BHACIFA,OLMKGDI,MCLAFQB
4464,相差,xiāng chà,to differ,ɕjɑŋʈʂʰa,True,KRVNTTV,BAAEBBFA,BHDEIIKD,OLFNGOPF,MCGPRFUG
4465,相等,xiāng děng,equal,ɕjɑŋtɤŋ,True,KRVNTVN,BAAEBAE,BHDECDE,OLFNGIN,MCGPRBP
4466,相辅相成,xiāng fǔ xiāng chéng,to complement one another (idiom),ɕjɑŋfuɕjɑŋʈʂʰɤŋ,True,KRVNPVKRVNTTVN,BAAECDBAAEBBFAE,BHDEGFBHDEIIKDE,OLFNCDOLFNGOPIN,MCGPNKMCGPRFUBP
4467,相应,xiāng yìng,to correspond,ɕjɑŋiŋ,True,KRVNVN,BAAEAE,BHDEHE,OLFNLN,MCGPSP
4468,镶嵌,xiāng qiàn,to inlay,ɕjɑŋtɕʰjɛn,True,KRVNTKRVN,BAAEBBFAAC,BHDECBKHAC,OLFNGOPLMK,MCGPRMUCLA
4469,乡镇,xiāng zhèn,village,ɕjɑŋʈʂən,True,KRVNTTVN,BAAEBBAC,BHDEIIAC,OLFNGOBK,MCGPRFLA
4470,想方设法,xiǎng fāng shè fǎ,to think up every possible method (idiom); to devise ways and means,ɕjɑŋfɑŋʂɤfa,True,KRVNPVNTVPV,BAAECAEBACA,BHDEGDEIDGD,OLFNCFNOICF,MCGPNGPFBNG
4471,响亮,xiǎng liàng,loud and clear,ɕjɑŋljɑŋ,True,KRVNRRVN,BAAEBAAE,BHDECHDE,OLFNJLFN,MCGPJCGP
4472,响应,xiǎng yìng,respond to,ɕjɑŋiŋ,True,KRVNVN,BAAEAE,BHDEHE,OLFNLN,MCGPSP
4473,巷,xiàng,lane,ɕjɑŋ,True,KRVN,BAAE,BHDE,OLFN,MCGP
4474,向导,xiàng dǎo,guide,ɕjɑŋtɑʊ,True,KRVNTVV,BAAEBAD,BHDECDH,OLFNGFB,MCGPRGO
4475,向来,xiàng lái,always (previously),ɕjɑŋlaɪ,True,KRVNRVV,BAAEBAA,BHDECDH,OLFNJFB,MCGPJGL
4476,向往,xiàng wǎng,to yearn for,ɕjɑŋwɑŋ,True,KRVNRVN,BAAEDAE,BHDEFDE,OLFNDFN,MCGPQGP
4477,消除,xiāo chú,to eliminate,ɕjɑʊʈʂʰu,True,KRVVTTV,BAADBBFD,BHDHIIKF,OLFBGOPD,MCGORFUK
4478,消毒,xiāo dú,to disinfect,ɕjɑʊtu,True,KRVVTV,BAADBD,BHDHCF,OLFBGD,MCGORK
4479,消防,xiāo fáng,fire-fighting,ɕjɑʊfɑŋ,True,KRVVPVN,BAADCAE,BHDHGDE,OLFBCFN,MCGONGP
4480,消耗,xiāo hào,to use up,ɕjɑʊxɑʊ,True,KRVVKVV,BAADEAD,BHDHEDH,OLFBEFB,MCGOEGO
4481,消极,xiāo jí,negative,ɕjɑʊtɕi,True,KRVVTKV,BAADBBA,BHDHCBH,OLFBGOL,MCGORMS
4482,销毁,xiāo huǐ,to destroy (by melting or burning),ɕjɑʊxweɪ,True,KRVVKRVV,BAADEDAA,BHDHEFDH,OLFBEDMB,MCGOEQLL
4483,小心翼翼,xiǎo xīn yì yì,cautious and solemn (idiom); very carefully,ɕjɑʊɕinii,True,KRVVKVNVV,BAADBACAA,BHDHBHCHH,OLFBOLKLL,MCGOMSASS
4484,效益,xiào yì,benefit,ɕjɑʊi,True,KRVVV,BAADA,BHDHH,OLFBL,MCGOS
4485,肖像,xiào xiàng,portrait,ɕjɑʊɕjɑŋ,True,KRVVKRVN,BAADBAAE,BHDHBHDE,OLFBOLFN,MCGOMCGP
4486,携带,xié dài,to carry (on one's person),ɕjɛtaɪ,True,KRVTVV,BAABAA,BHACDH,OLMGFB,MCLRGL
4487,协会,xié huì,an association,ɕjɛxweɪ,True,KRVKRVV,BAAEDAA,BHAEFDH,OLMEDMB,MCLEQLL
4488,协商,xié shāng,to consult with,ɕjɛʂɑŋ,True,KRVTVN,BAABAE,BHAIDE,OLMOFN,MCLFGP
4489,协议,xié yì,agreement,ɕjɛi,True,KRVV,BAAA,BHAH,OLML,MCLS
4490,协助,xié zhù,to provide assistance,ɕjɛʈʂu,True,KRVTTV,BAABBD,BHAIIF,OLMGOD,MCLRFK
4491,写作,xiě zuò,writing,ɕjɛtswɔ,True,KRVTTRV,BAABBDA,BHACIFA,OLMGGDI,MCLRFQB
4492,屑,xiè,bits,ɕjɛ,True,KRV,BAA,BHA,OLM,MCL
4493,谢绝,xiè jué,to refuse politely,ɕjɛtɕɥœ,True,KRVTKRV,BAABBDA,BHACBFA,OLMGODM,MCLRMQL
4494,泄露,xiè lù,to leak (information),ɕjɛlu,True,KRVRV,BAABD,BHACF,OLMJD,MCLJK
4495,泄气,xiè qì,to leak (gas),ɕjɛtɕʰi,True,KRVTKV,BAABBFA,BHACBKH,OLMGOPL,MCLRMUS
4496,新陈代谢,xīn chén dài xiè,metabolism (biology),ɕinʈʂʰəntaɪɕjɛ,True,KVNTTVNTVVKRV,BACBBFACBAABAA,BHCIIKACCDHBHA,OLKGOPBKGFBOLM,MSARFULARGLMCL
4497,新郎,xīn láng,bridegroom,ɕinlɑŋ,True,KVNRVN,BACBAE,BHCCDE,OLKJFN,MSAJGP
4498,新娘,xīn niáng,bride,ɕinnjɑŋ,True,KVNNRVN,BACCAAE,BHCCHDE,OLKKLFN,MSAACGP
4499,新颖,xīn yǐng,lit. new bud,ɕiniŋ,True,KVNVN,BACAE,BHCHE,OLKLN,MSASP
4500,心得,xīn dé,knowledge gained,ɕintɤ,True,KVNTV,BACBA,BHCCD,OLKGI,MSARB
4501,心灵,xīn líng,bright,ɕinliŋ,True,KVNRVN,BACBAE,BHCCHE,OLKJLN,MSAJSP
4502,心态,xīn tài,attitude (of the heart),ɕintʰaɪ,True,KVNTVV,BACBFAA,BHCCKDH,OLKGPFB,MSARUGL
4503,心疼,xīn téng,to love dearly,ɕintʰɤŋ,True,KVNTVN,BACBFAE,BHCCKDE,OLKGPIN,MSARUBP
4504,心血,xīn xuè,heart's blood,ɕinɕɥœ,True,KVNKRV,BACBDA,BHCBFA,OLKODM,MSAMQL
4505,心眼儿,xīn yǎn r,one's thoughts,ɕinjɛnɻ,True,KVNRVNR,BACAACA,BHCHACI,OLKLMKJ,MSACLAC
4506,辛勤,xīn qín,hardworking,ɕintɕʰin,True,KVNTKVN,BACBBFAC,BHCCBKHC,OLKGOPLK,MSARMUSA
4507,欣慰,xīn wèi,to be gratified,ɕinweɪ,True,KVNRVV,BACDAA,BHCFDH,OLKDMB,MSAQLL
4508,欣欣向荣,xīn xīn xiàng róng,luxuriant growth (idiom); flourishing,ɕinɕinɕjɑŋʐʊŋ,True,KVNKVNKRVNTVN,BACBACBAAEBDE,BHCBHCBHDEIHE,OLKOLKOLFNABN,MSAMSAMCGPHOP
4509,薪水,xīn shuǐ,salary,ɕinʂweɪ,True,KVNTRVV,BACBDAA,BHCIFDH,OLKODMB,MSAFQLL
4510,信赖,xìn lài,to trust,ɕinlaɪ,True,KVNRVV,BACBAA,BHCCDH,OLKJFB,MSAJGL
4511,信念,xìn niàn,faith,ɕinnjɛn,True,KVNNRVN,BACCAAC,BHCCHAC,OLKKLMK,MSAACLA
4512,信仰,xìn yǎng,to believe in (a religion),ɕinjɑŋ,True,KVNRVN,BACAAE,BHCHDE,OLKLFN,MSACGP
4513,信誉,xìn yù,prestige,ɕiny,True,KVNV,BACD,BHCF,OLKD,MSAK
4514,腥,xīng,fishy (smell),ɕiŋ,True,KVN,BAE,BHE,OLN,MSP
4515,兴隆,xīng lóng,prosperous,ɕiŋlʊŋ,True,KVNRVN,BAEBDE,BHECHE,OLNJBN,MSPJOP
4516,兴旺,xīng wàng,prosperous,ɕiŋwɑŋ,True,KVNRVN,BAEDAE,BHEFDE,OLNDFN,MSPQGP
4517,行政,xíng zhèng,administrative,ɕiŋʈʂɤŋ,True,KVNTTVN,BAEBBAE,BHEIIDE,OLNGOIN,MSPRFBP
4518,形态,xíng tài,shape,ɕiŋtʰaɪ,True,KVNTVV,BAEBFAA,BHECKDH,OLNGPFB,MSPRUGL
4519,刑事,xíng shì,criminal,ɕiŋʂɨ,True,KVNTV,BAEBA,BHEIH,OLNOL,MSPFS
4520,性感,xìng gǎn,sex appeal,ɕiŋkan,True,KVNKVN,BAEEAC,BHEEDC,OLNEFK,MSPEGA
4521,性命,xìng mìng,life,ɕiŋmiŋ,True,KVNMVN,BAECAE,BHEGHE,OLNKLN,MSPISP
4522,性能,xìng néng,function,ɕiŋnɤŋ,True,KVNNVN,BAECAE,BHECDE,OLNKIN,MSPABP
4523,性情,xìng qíng,nature,ɕiŋtɕʰiŋ,True,KVNTKVN,BAEBBFAE,BHECBKHE,OLNGOPLN,MSPRMUSP
4524,幸好,xìng hǎo,fortunately,ɕiŋxɑʊ,True,KVNKVV,BAEEAD,BHEEDH,OLNEFB,MSPEGO
4525,兴高采烈,xīng gāo cǎi liè,happy and excited (idiom); in high spirits,ɕiŋkɑʊtsʰaɪljɛ,True,KVNKVVTTVVRRV,BAEEADBBFAABAA,BHEEDHCIKDHCHA,OLNEFBGGPFBJLM,MSPEGORFUGLJCL
4526,兴致勃勃,xìng zhì bó bó,to become exhilarated (idiom); in high spirits,ɕiŋʈʂɨpwɔpwɔ,True,KVNTTVPRVPRV,BAEBBACDACDA,BHEIIHGFAGFA,OLNGOLCDICDI,MSPRFSIQBIQB
4527,胸怀,xiōng huái,one's bosom (the seat of emotions),ɕjʊŋxwaɪ,True,KRVNKRVV,BADEEDAA,BHHEEFDH,OLBNEDFB,MCOPEQGL
4528,胸膛,xiōng táng,chest,ɕjʊŋtʰɑŋ,True,KRVNTVN,BADEBFAE,BHHECKDE,OLBNGPFN,MCOPRUGP
4529,凶恶,xiōng è,variant of 兇惡|凶恶,ɕjʊŋɤ,True,KRVNV,BADEA,BHHED,OLBNI,MCOPB
4530,凶手,xiōng shǒu,murderer,ɕjʊŋʂoʊ,True,KRVNTVV,BADEBDD,BHHEIAH,OLBNOIB,MCOPFBO
4531,雄厚,xióng hòu,robust,ɕjʊŋxoʊ,True,KRVNKVV,BADEEDD,BHHEEAH,OLBNEIB,MCOPEBO
4532,修复,xiū fù,to restore,ɕjoʊfu,True,KRVVPV,BADDCD,BHAHGF,OLIBCD,MCBONK
4533,修建,xiū jiàn,to build,ɕjoʊtɕjɛn,True,KRVVTKRVN,BADDBBAAC,BHAHCBHAC,OLIBGOLMK,MCBORMCLA
4534,修理,xiū lǐ,to repair,ɕjoʊli,True,KRVVRV,BADDBA,BHAHCH,OLIBJL,MCBOJS
4535,羞耻,xiū chǐ,(a feeling of) shame,ɕjoʊʈʂʰɨ,True,KRVVTTV,BADDBBFA,BHAHIIKH,OLIBGOPL,MCBORFUS
4536,休养,xiū yǎng,to recuperate,ɕjoʊjɑŋ,True,KRVVRVN,BADDAAE,BHAHHDE,OLIBLFN,MCBOCGP
4537,绣,xiù,to embroider,ɕjoʊ,True,KRVV,BADD,BHAH,OLIB,MCBO
4538,嗅觉,xiù jué,sense of smell,ɕjoʊtɕɥœ,True,KRVVTKRV,BADDBBDA,BHAHCBFA,OLIBGODM,MCBORMQL
4539,虚假,xū jiǎ,false,ɕytɕja,True,KVTKRV,BDBBAA,BFCBHD,ODGOLF,MKRMCG
4540,虚荣,xū róng,vanity,ɕyʐʊŋ,True,KVTVN,BDBDE,BFIHE,ODABN,MKHOP
4541,虚伪,xū wěi,false,ɕyweɪ,True,KVRVV,BDDAA,BFFDH,ODDMB,MKQLL
4542,需求,xū qiú,requirement,ɕytɕʰjoʊ,True,KVTKRVV,BDBBFADD,BFCBKHAH,ODGOPLIB,MKRMUCBO
4543,须知,xū zhī,prerequisites,ɕyʈʂɨ,True,KVTTV,BDBBA,BFIIH,ODGOL,MKRFS
4544,许可,xǔ kě,to allow,ɕykʰɤ,True,KVKV,BDEFA,BFEKD,ODEPI,MKEUB
4545,酗酒,xù jiǔ,heavy drinking,ɕytɕjoʊ,True,KVTKRVV,BDBBADD,BFCBHAH,ODGOLIB,MKRMCBO
4546,畜牧,xù mù,to raise animals,ɕymu,True,KVMV,BDCD,BFGF,ODKD,MKIK
4547,序言,xù yán,preface,ɕyjɛn,True,KVRVN,BDAAC,BFHAC,ODLMK,MKCLA
4548,宣誓,xuān shì,to swear an oath (of office),ɕɥœnʂɨ,True,KRVNTV,BDACBA,BFACIH,ODMKOL,MQLAFS
4549,宣扬,xuān yáng,to proclaim,ɕɥœnjɑŋ,True,KRVNRVN,BDACAAE,BFACHDE,ODMKLFN,MQLACGP
4550,悬挂,xuán guà,to suspend,ɕɥœnkwa,True,KRVNKRV,BDACEDA,BFACEFD,ODMKEDF,MQLAEQG
4551,悬念,xuán niàn,suspense in a movie,ɕɥœnnjɛn,True,KRVNNRVN,BDACCAAC,BFACCHAC,ODMKKLMK,MQLAACLA
4552,悬崖峭壁,xuán yá qiào bì,sheer cliffs and precipitous rock faces (idiom),ɕɥœnjatɕʰjɑʊpi,True,KRVNRVTKRVVPV,BDACAABBFAADCA,BFACHDCBKHDHGH,ODMKLFGOPLFBCL,MQLACGRMUCGOIS
4553,旋律,xuán lǜ,melody,ɕɥœnly,True,KRVNRV,BDACBD,BFACCF,ODMKJD,MQLAJK
4554,旋转,xuán zhuǎn,to rotate,ɕɥœnʈʂwan,True,KRVNTTRVN,BDACBBDAC,BFACIIFDC,ODMKGODFK,MQLARFQGA
4555,选拔,xuǎn bá,to select the best,ɕɥœnpa,True,KRVNPV,BDACCA,BFACGD,ODMKCF,MQLAIG
4556,选手,xuǎn shǒu,athlete,ɕɥœnʂoʊ,True,KRVNTVV,BDACBDD,BFACIAH,ODMKOIB,MQLAFBO
4557,削弱,xuē ruò,to weaken,ɕɥœʐwɔ,True,KRVTRV,BDABDA,BFAIFA,ODMADI,MQLHQB
4558,学历,xué lì,educational background,ɕɥœli,True,KRVRV,BDABA,BFACH,ODMJL,MQLJS
4559,学说,xué shuō,theory,ɕɥœʂwɔ,True,KRVTRV,BDABDA,BFAIFA,ODMODI,MQLFQB
4560,学位,xué wèi,academic degree,ɕɥœweɪ,True,KRVRVV,BDADAA,BFAFDH,ODMDMB,MQLQLL
4561,雪上加霜,xuě shàng jiā shuāng,to add hail to snow (idiom); one disaster on top of another,ɕɥœʂɑŋtɕjaʂwɑŋ,True,KRVTVNTKRVTRVN,BDABAEBBAABDAE,BFAIDECBHDIFDE,ODMOFNGOLFODFN,MQLFGPRMCGFQGP
4562,血压,xuè yā,blood pressure,ɕɥœja,True,KRVRV,BDAAA,BFAHD,ODMLF,MQLCG
4563,熏陶,xūn táo,to seep in,ɕyntʰɑʊ,True,KVNTVV,BDCBFAD,BFCCKDH,ODKGPFB,MKARUGO
4564,循环,xún huán,to cycle,ɕynxwan,True,KVNKRVN,BDCEDAC,BFCEFDC,ODKEDFK,MKAEQGA
