chinese_hanzi,chinese_pinyin,chinese_phonetic,english_word,english_phonetic,distance,chinese_ipa,english_ipa
优点,yōu diǎn,,notably,,0.5625,yoʊtjɛn,noʊtəbli
优秀,yōu xiù,,kosovo,,0.5,yoʊɕjoʊ,koʊsoʊvoʊ
幽默,yōu mò,,road,,0.6249999999999999,yoʊmwɔ,roʊd
由,yóu,,widow,,0.45,yoʊ,wɪdoʊ
由于,yóu yú,,bollywood,,0.6428571428571428,yoʊy,bɔlɪwʊd
尤其,yóu qí,,rotational,,0.6363636363636362,yoʊtɕʰi,roʊteɪʃənəl
有趣,yǒu qù,,households,,0.7499999999999999,yoʊtɕʰy,haʊshoʊldz
友好,yǒu hǎo,,ohio,,0.5357142857142857,yoʊxɑʊ,oʊhaɪoʊ
友谊,yǒu yì,,won't,,0.45,yoʊi,woʊnt
愉快,yú kuài,,volkswagen,,0.6363636363636364,ykʰwaɪ,voʊlkswægən
于是,yú shì,,lucien,,0.5416666666666666,yʂɨ,lusiɛn
与,yǔ,,new,,0.5,y,nu
语法,yǔ fǎ,,v,,0.5833333333333333,yfa,vi
语言,yǔ yán,,women,,0.4,yjɛn,wɪmən
羽毛球,yǔ máo qiú,,million,,0.65,ymɑʊtɕʰjoʊ,mɪljən
预习,yù xí,,unity,,0.6249999999999999,yɕi,junɪti
圆,yuán,,well,,0.25,ɥœn,wɛl
原来,yuán lái,,twenty-five,,0.45,ɥœnlaɪ,twɛntifaɪv
原谅,yuán liàng,,weightlifting,,0.525,ɥœnljɑŋ,weɪtlɪftɪŋ
原因,yuán yīn,,and,,0.5,ɥœnin,ənd
约会,yuē huì,,weekday,,0.2916666666666666,ɥœxweɪ,wikdeɪ
阅读,yuè dú,,wesley,,0.45,ɥœtu,wɛsli
允许,yǔn xǔ,,one-third,,0.6428571428571428,ynɕy,wənθərd
杂志,zá zhì,,stochastic,,0.575,tsaʈʂɨ,stoʊkæstɪk
咱们,zán men,,tried,,0.3749999999999999,tsamən,traɪd
暂时,zàn shí,,francis,,0.4999999999999999,tsanʂɨ,frænsɪs
脏,zāng,,strong,,0.45,tsɑŋ,strɔŋ
责任,zé rèn,,italian,,0.4999999999999999,tsɤʐən,ɪtæljən
增加,zēng jiā,,transformation,,0.7321428571428571,tsɤŋtɕja,trænsfərmeɪʃən
增长,zēng zhǎng,,programming,,0.7,tsɤŋʈʂɑŋ,proʊgræmɪŋ
窄,zhǎi,,spite,,0.45,ʈʂaɪ,spaɪt
招聘,zhāo pìn,,transferred,,0.611111111111111,ʈʂɑʊpʰin,trænsfərd
真正,zhēn zhèng,,scientific,,0.575,ʈʂənʈʂɤŋ,saɪəntɪfɪk
整理,zhěng lǐ,,holy,,0.4999999999999999,ʈʂɤŋli,hoʊli
整齐,zhěng qí,,transportation,,0.7321428571428571,ʈʂɤŋtɕʰi,trænspərteɪʃən
正常,zhèng cháng,,transformations,,0.7666666666666667,ʈʂɤŋʈʂʰɑŋ,trænsfərmeɪʃənz
正好,zhèng hǎo,,transcribed,,0.6363636363636362,ʈʂɤŋxɑʊ,trænskraɪbd
正确,zhèng què,,contribution,,0.8124999999999999,ʈʂɤŋtɕʰɥœ,kɑntrəbjuʃən
正式,zhèng shì,,alongside,,0.59375,ʈʂɤŋʂɨ,əlɔŋsaɪd
证明,zhèng míng,,proclaiming,,0.6363636363636364,ʈʂɤŋmiŋ,proʊkleɪmɪŋ
之,zhī,,stacey,,0.5416666666666666,ʈʂɨ,steɪsi
支持,zhī chí,,explicitly,,0.6363636363636364,ʈʂɨʈʂʰɨ,ɪksplɪsətli
知识,zhī shi,,city,,0.45,ʈʂɨʂɨ,sɪti
直接,zhí jiē,,treatment,,0.59375,ʈʂɨtɕjɛ,tritmənt
值得,zhí de,,set,,0.55,ʈʂɨtɤ,sɛt
职业,zhí yè,,stadium,,0.59375,ʈʂɨjɛ,steɪdiəm
植物,zhí wù,,southeast,,0.6428571428571428,ʈʂɨu,saʊθist
指,zhǐ,,stacey,,0.5416666666666666,ʈʂɨ,steɪsi
只好,zhǐ hǎo,,season,,0.6249999999999999,ʈʂɨxɑʊ,sizən
只要,zhǐ yào,,how,,0.5833333333333333,ʈʂɨjɑʊ,haʊ
制造,zhì zào,,dissatisfaction,,0.6346153846153846,ʈʂɨtsɑʊ,dɪsætɪsfækʃən
至少,zhì shǎo,,association,,0.6590909090909091,ʈʂɨʂɑʊ,əsoʊʃieɪʃən
质量,zhì liàng,,louisiana,,0.5625,ʈʂɨljɑŋ,luiziænə
中文,Zhōng wén,,stadium,,0.59375,ʈʂʊŋwən,steɪdiəm
重点,zhòng diǎn,,classification,,0.673076923076923,ʈʂʰʊŋtjɛn,klæsəfəkeɪʃən
重视,zhòng shì,,increasingly,,0.6590909090909091,ʈʂʊŋʂɨ,ɪnkrisɪŋgli
周围,zhōu wéi,,associates,,0.525,ʈʂoʊweɪ,əsoʊʃieɪts
猪,zhū,,statue,,0.55,ʈʂu,stæʧu
逐渐,zhú jiàn,,tournament,,0.6388888888888888,ʈʂutɕjɛn,tʊrnəmənt
主动,zhǔ dòng,,standing,,0.5357142857142857,ʈʂutʊŋ,stændɪŋ
主意,zhǔ yi,,smoothly,,0.5416666666666666,ʈʂui,smuðli
祝贺,zhù hè,,stakes,,0.6249999999999999,ʈʂuxɤ,steɪks
著名,zhù míng,,groupings,,0.4999999999999999,ʈʂumiŋ,grupɪŋz
专门,zhuān mén,,women,,0.46875,ʈʂwanmən,wɪmən
专业,zhuān yè,,stadium,,0.5625,ʈʂwanjɛ,steɪdiəm
赚,zhuàn,,staff,,0.5,ʈʂwan,stæf
撞,zhuàng,,track,,0.5,ʈʂwɑŋ,træk
准确,zhǔn què,,second,,0.675,ʈʂwəntɕʰɥœ,sɛkənd
准时,zhǔn shí,,consistency,,0.5227272727272727,ʈʂwənʂɨ,kənsɪstənsi
仔细,zǐ xì,,south,,0.6000000000000001,tsɯɕi,saʊθ
自然,zì rán,,division,,0.5357142857142857,tsɯʐan,dɪvɪʒən
总结,zǒng jié,,foundation,,0.7,tsʊŋtɕjɛ,faʊndeɪʃən
租,zū,,through,,0.5,tsu,θru
组成,zǔ chéng,,misunderstanding,,0.7333333333333334,tsuʈʂʰɤŋ,mɪsəndərstændɪŋ
组织,zǔ zhī,,test,,0.6249999999999999,tsuʈʂɨ,tɛst
嘴,zuǐ,,way,,0.4,tsweɪ,weɪ
最好,zuì hǎo,,stabilize,,0.575,tsweɪxɑʊ,steɪbəlaɪz
最后,zuì hòu,,taken,,0.46875,tsweɪxoʊ,teɪkən
尊重,zūn zhòng,,testosterone,,0.6249999999999999,tswənʈʂʊŋ,tɛstɑstəroʊn
做生意,zuò shēng yì,,czechoslovakia,,0.673076923076923,tswɔʂɤŋi,ʧɛkəsloʊvɑkiə
座,zuò,,student,,0.6428571428571428,tswɔ,studənt
座位,zuò wèi,,statewide,,0.5277777777777778,tswɔweɪ,steɪtwaɪd
作者,zuò zhě,,basketball,,0.6666666666666666,tswɔʈʂɤ,bæskətbɔl
唉,āi,,by,,0.3333333333333333,aɪ,baɪ
爱护,ài hù,,liked,,0.4,aɪxu,laɪkt
爱惜,ài xī,,irish,,0.45,aɪɕi,aɪrɪʃ
爱心,ài xīn,,alien,,0.375,aɪɕin,eɪliən
安慰,ān wèi,,manuel,,0.3749999999999999,anweɪ,mɑnwɛl
安装,ān zhuāng,,constituting,,0.5227272727272727,anʈʂwɑŋ,kɑnstətutɪŋ
岸,àn,,am,,0.25,an,æm
把握,bǎ wò,,part,,0.5,pawɔ,pɑrt
摆,bǎi,,may,,0.25,paɪ,meɪ
班主任,bān zhǔ rèn,,unconstitutional,,0.5333333333333333,panʈʂuʐən,ənkɑnstətuʃənəl
办理,bàn lǐ,,body,,0.25,panli,bɑdi
棒,bàng,,bank,,0.25,pɑŋ,bæŋk
傍晚,bàng wǎn,,macleod,,0.5357142857142856,pɑŋwan,məklaʊd
包裹,bāo guǒ,,powerful,,0.5625,pɑʊkwɔ,paʊərfəl
包含,bāo hán,,taken,,0.4583333333333332,pɑʊxan,teɪkən
包子,bāo zi,,mouse,,0.3749999999999999,pɑʊtsɯ,maʊs
薄,báo,,now,,0.25,pɑʊ,naʊ
宝贝,bǎo bèi,,powder,,0.3749999999999999,pɑʊpeɪ,paʊdər
宝贵,bǎo guì,,highway,,0.3571428571428571,pɑʊkweɪ,haɪweɪ
保持,bǎo chí,,primary,,0.5625,pɑʊʈʂʰɨ,praɪmɛri
保存,bǎo cún,,switzerland,,0.5909090909090908,pɑʊtsʰwən,swɪtsərlənd
保留,bǎo liú,,partido,,0.34375,pɑʊljoʊ,pɑrtidoʊ
保险,bǎo xiǎn,,palestinian,,0.5227272727272727,pɑʊɕjɛn,pælɪstɪniən
报告,bào gào,,magical,,0.4999999999999999,pɑʊkɑʊ,mæʤɪkəl
悲观,bēi guān,,paraguayan,,0.4499999999999999,peɪkwan,pɛrəgwaɪən
被子,bèi zi,,makes,,0.3749999999999999,peɪtsɯ,meɪks
背,bèi,,day,,0.25,peɪ,deɪ
背景,bèi jǐng,,party,,0.4642857142857142,peɪtɕiŋ,pɑrti
本科,běn kē,,publication,,0.6590909090909091,pənkʰɤ,pəblɪkeɪʃən
本领,běn lǐng,,something,,0.4583333333333332,pənliŋ,səmθɪŋ
本质,běn zhì,,many,,0.4166666666666666,pənʈʂɨ,mɛni
比例,bǐ lì,,briefly,,0.3333333333333333,pili,brifli
比如,bǐ rú,,presumed,,0.5357142857142857,piʐu,prɪzumd
彼此,bǐ cǐ,,feast,,0.4583333333333332,pitsʰɯ,fist
必然,bì rán,,visa,,0.45,piʐan,vizə
必需,bì xū,,preschool,,0.5357142857142857,piɕy,priskul
必要,bì yào,,before,,0.55,pijɑʊ,bifɔr
毕竟,bì jìng,,passing,,0.4583333333333332,pitɕiŋ,pæsɪŋ
避免,bì miǎn,,fusion,,0.4583333333333332,pimjɛn,fjuʒən
鞭炮,biān pào,,butterflies,,0.575,pjɛnpʰɑʊ,bətərflaɪz
编辑,biān jí,,many,,0.4642857142857142,pjɛntɕi,mɛni
便,biàn,,point,,0.4,pjɛn,pɔɪnt
辩论,biàn lùn,,proportion,,0.4999999999999999,pjɛnlwən,prəpɔrʃən
标点,biāo diǎn,,population,,0.5454545454545454,pjɑʊtjɛn,pɑpjəleɪʃən
标志,biāo zhì,,probably,,0.5625,pjɑʊʈʂɨ,prɑbəbli
表面,biǎo miàn,,prosecution,,0.5454545454545454,pjɑʊmjɛn,prɑsəkjuʃən
表明,biǎo míng,,housing,,0.4999999999999999,pjɑʊmiŋ,haʊzɪŋ
表情,biǎo qíng,,programming,,0.625,pjɑʊtɕʰiŋ,proʊgræmɪŋ
表现,biǎo xiàn,,southeastern,,0.575,pjɑʊɕjɛn,saʊθistərn
丙,bǐng,,bring,,0.375,piŋ,brɪŋ
病毒,bìng dú,,into,,0.5,piŋtu,ɪntu
玻璃,bō li,,paul,,0.4,pwɔli,pɔl
博物馆,bó wù guǎn,,production,,0.6388888888888888,pwɔukwan,pərdəkʃən
脖子,bó zi,,awarded,,0.5357142857142857,pwɔtsɯ,əwɔrdɪd
不必,bù bì,,moved,,0.375,pupi,muvd
不断,bù duàn,,botswana,,0.375,putwan,bɑtswɑnə
不见得,bù jiàn de,,protestants,,0.5454545454545454,putɕjɛntɤ,prɑtəstənts
不耐烦,bù nài fán,,played,,0.5625,punaɪfan,pleɪd
不要紧,bù yào jǐn,,foundation,,0.625,pujɑʊtɕin,faʊndeɪʃən
补充,bǔ chōng,,performing,,0.6666666666666666,puʈʂʰʊŋ,pərfɔrmɪŋ
不安,bù ān,,began,,0.4,puan,bɪgæn
不得了,bù dé liǎo,,facilities,,0.611111111111111,putɤljɑʊ,fəsɪlɪtiz
不好意思,bù hǎo yì si,,society,,0.6388888888888888,puxɑʊisɯ,soʊsaɪɪti
不免,bù miǎn,,champion,,0.4999999999999999,pumjɛn,ʧæmpiən
不然,bù rán,,fusion,,0.375,puʐan,fjuʒən
不如,bù rú,,abused,,0.5416666666666666,puʐu,əbjuzd
不足,bù zú,,roots,,0.4,putsu,ruts
布,bù,,blue,,0.3333333333333333,pu,blu
步骤,bù zhòu,,studio,,0.5357142857142857,puʈʂoʊ,studioʊ
部门,bù mén,,cuban,,0.3749999999999999,pumən,kjubən
财产,cái chǎn,,season,,0.625,tsʰaɪʈʂʰan,sizən
踩,cǎi,,high,,0.55,tsʰaɪ,haɪ
采访,cǎi fǎng,,disappointing,,0.575,tsʰaɪfɑŋ,dɪsəpɔɪnɪŋ
采取,cǎi qǔ,,straightforward,,0.6730769230769231,tsʰaɪtɕʰy,streɪtfɔrwərd
彩虹,cǎi hóng,,recycling,,0.525,tsʰaɪxʊŋ,risaɪkəlɪŋ
参考,cān kǎo,,destruction,,0.7,tsʰankʰɑʊ,dɪstrəkʃən
参与,cān yù,,time,,0.6249999999999999,tsʰany,taɪm
餐厅,cān tīng,,translating,,0.5909090909090908,tsʰantʰiŋ,trænsleɪtɪŋ
残疾,cán jí,,alternately,,0.575,tsʰantɕi,ɔltərnətli
惭愧,cán kuì,,state,,0.7,tsʰankʰweɪ,steɪt
操场,cāo chǎng,,during,,0.7,tsʰɑʊʈʂʰɑŋ,dʊrɪŋ
操心,cāo xīn,,established,,0.6388888888888888,tsʰɑʊɕin,ɪstæblɪʃt
册,cè,,transformers,,0.7708333333333334,tsʰɤ,trænsfɔrmərz
测验,cè yàn,,participation,,0.6346153846153846,tsʰɤjɛn,pɑrtɪsəpeɪʃən
厕所,cè suǒ,,constructed,,0.7727272727272727,tsʰɤswɔ,kənstrəktɪd
曾经,céng jīng,,participating,,0.673076923076923,tsʰɤŋtɕiŋ,pɑrtɪsəpeɪtɪŋ
插,chā,,state,,0.7,ʈʂʰa,steɪt
差别,chā bié,,tropical,,0.59375,ʈʂʰapjɛ,trɑpɪkəl
叉子,chā zi,,disaster,,0.59375,ʈʂʰatsɯ,dɪzæstər
拆,chāi,,style,,0.55,ʈʂʰaɪ,staɪl
产品,chǎn pǐn,,transmission,,0.6,ʈʂʰanpʰin,trænzmɪʃən
产生,chǎn shēng,,surviving,,0.6388888888888888,ʈʂʰanʂɤŋ,sərvaɪvɪŋ
长途,cháng tú,,surroundings,,0.7499999999999999,ʈʂʰɑŋtʰu,səraʊndɪŋz
常识,cháng shí,,substantially,,0.6363636363636362,ʈʂʰɑŋʂɨ,səbstænʃəli
抄,chāo,,high,,0.6000000000000001,ʈʂʰɑʊ,haɪ
朝,cháo,,high,,0.6000000000000001,ʈʂʰɑʊ,haɪ
朝代,cháo dài,,tasmania,,0.611111111111111,ʈʂʰɑʊtaɪ,tæzmeɪniə
炒,chǎo,,high,,0.6000000000000001,ʈʂʰɑʊ,haɪ
吵架,chǎo jià,,society's,,0.6749999999999999,ʈʂʰɑʊtɕja,soʊsaɪɪtiz
车库,chē kù,,construction,,0.7727272727272728,ʈʂʰɤkʰu,kənstrəkʃən
车厢,chē xiāng,,socioeconomic,,0.7333333333333334,ʈʂʰɤɕjɑŋ,soʊsioʊɛkənɑmɪk
彻底,chè dǐ,,personality,,0.6590909090909091,ʈʂʰɤti,pərsənælɪti
沉默,chén mò,,telecommunications,,0.763888888888889,ʈʂʰənmwɔ,tɛləkəmjunəkeɪʃənz
趁,chèn,,state,,0.6000000000000001,ʈʂʰən,steɪt
称,chēng,,small,,0.65,ʈʂʰɤŋ,smɔl
称呼,chēng hu,,distinguish,,0.7,ʈʂʰɤŋxu,dɪstɪŋgwɪʃ
称赞,chēng zàn,,exploitation,,0.6730769230769231,ʈʂʰɤŋtsan,ɛksplɔɪteɪʃən
乘,chéng,,small,,0.65,ʈʂʰɤŋ,smɔl
承担,chéng dān,,situated,,0.6388888888888888,ʈʂʰɤŋtan,sɪʧueɪtɪd
承认,chéng rèn,,location,,0.6388888888888888,ʈʂʰɤŋʐən,loʊkeɪʃən
承受,chéng shòu,,stakeholders,,0.673076923076923,ʈʂʰɤŋʂoʊ,steɪkhoʊldərz
成分,chéng fèn,,successful,,0.6388888888888888,ʈʂʰɤŋfən,səksɛsfəl
成果,chéng guǒ,,socioeconomic,,0.7666666666666666,ʈʂʰɤŋkwɔ,soʊsioʊɛkənɑmɪk
成就,chéng jiù,,history,,0.75,ʈʂʰɤŋtɕjoʊ,hɪstəri
成立,chéng lì,,songs,,0.5357142857142857,ʈʂʰɤŋli,sɔŋz
成语,chéng yǔ,,top,,0.7499999999999999,ʈʂʰɤŋy,tɔp
成长,chéng zhǎng,,hydroelectric,,0.7666666666666667,ʈʂʰɤŋʈʂɑŋ,haɪdroʊɪlɛktrɪk
程度,chéng dù,,transport,,0.7499999999999999,ʈʂʰɤŋtu,trænspɔrt
程序,chéng xù,,jurisdiction,,0.7727272727272727,ʈʂʰɤŋɕy,ʤʊrɪsdɪkʃən
诚恳,chéng kěn,,satisfaction,,0.5909090909090908,ʈʂʰɤŋkʰən,sætɪsfækʃən
吃亏,chī kuī,,microwave,,0.6499999999999999,ʈʂʰɨkʰweɪ,maɪkrəweɪv
持续,chí xù,,substitutes,,0.7,ʈʂʰɨɕy,səbstətuts
池子,chí zi,,stereotype,,0.6363636363636362,ʈʂʰɨtsɯ,stɛrioʊtaɪp
尺子,chǐ zi,,stereotype,,0.6363636363636362,ʈʂʰɨtsɯ,stɛrioʊtaɪp
翅膀,chì bǎng,,surpassing,,0.5625,ʈʂʰɨpɑŋ,sərpæsɪŋ
冲,chōng,,truck,,0.6500000000000001,ʈʂʰʊŋ,trək
充电器,chōng diàn qì,,district,,0.75,ʈʂʰʊŋtjɛntɕʰi,dɪstrɪkt
充分,chōng fèn,,tournament,,0.6388888888888888,ʈʂʰʊŋfən,tʊrnəmənt
充满,chōng mǎn,,dissatisfaction,,0.6730769230769231,ʈʂʰʊŋman,dɪsætɪsfækʃən
重复,chóng fù,,surprisingly,,0.7727272727272727,ʈʂʰʊŋfu,səpraɪzɪŋli
宠物,chǒng wù,,subsequent,,0.7499999999999999,ʈʂʰʊŋu,səbsəkwənt
抽屉,chōu ti,,mussolini,,0.611111111111111,ʈʂʰoʊtʰi,musoʊlini
抽象,chōu xiàng,,stereotypes,,0.6458333333333333,ʈʂʰoʊɕjɑŋ,stɛrioʊtaɪps
丑,chǒu,,also,,0.55,ʈʂʰoʊ,ɔlsoʊ
臭,chòu,,also,,0.55,ʈʂʰoʊ,ɔlsoʊ
出版,chū bǎn,,broadband,,0.59375,ʈʂʰupan,brɔdbænd
出口,chū kǒu,,instituto,,0.6749999999999999,ʈʂʰukʰoʊ,ɪnstɪtutoʊ
出色,chū sè,,instituted,,0.7,ʈʂʰusɤ,ɪnstɪtutɪd
出席,chū xí,,three,,0.6666666666666666,ʈʂʰuɕi,θri
初级,chū jí,,successfully,,0.7,ʈʂʰutɕi,səksɛsfəli
除,chú,,stone,,0.7,ʈʂʰu,stoʊn
除非,chú fēi,,situated,,0.6388888888888888,ʈʂʰufeɪ,sɪʧueɪtɪd
除夕,chú xī,,three,,0.6666666666666666,ʈʂʰuɕi,θri
处理,chǔ lǐ,,strongly,,0.5357142857142857,ʈʂʰuli,strɔŋli
传播,chuán bō,,describing,,0.7,ʈʂʰwanpwɔ,dɪskraɪbɪŋ
传递,chuán dì,,genuinely,,0.575,ʈʂʰwanti,ʤɛnjuaɪnli
传染,chuán rǎn,,disqualified,,0.5625,ʈʂʰwanʐan,dɪskwɑləfaɪd
传说,chuán shuō,,substantial,,0.675,ʈʂʰwanʂwɔ,səbstænʃəl
传统,chuán tǒng,,having,,0.675,ʈʂʰwantʰʊŋ,hævɪŋ
窗帘,chuāng lián,,stadium,,0.6000000000000001,ʈʂʰwɑŋljɛn,steɪdiəm
闯,chuǎng,,song,,0.6249999999999999,ʈʂʰwɑŋ,sɔŋ
创造,chuàng zào,,was,,0.75,ʈʂʰwɑŋtsɑʊ,wɑz
吹,chuī,,railway,,0.5357142857142857,ʈʂʰweɪ,reɪlweɪ
磁带,cí dài,,states,,0.6071428571428571,tsʰɯtaɪ,steɪts
辞职,cí zhí,,statistical,,0.6363636363636364,tsʰɯʈʂɨ,stətɪstɪkəl
此外,cǐ wài,,style,,0.6071428571428571,tsʰɯwaɪ,staɪl
刺激,cì jī,,participatory,,0.6346153846153846,tsʰɯtɕi,pɑrtɪsəpətɔri
次要,cì yào,,psychiatric,,0.6749999999999999,tsʰɯjɑʊ,saɪkiætrɪk
匆忙,cōng máng,,diplomatic,,0.7,tsʰʊŋmɑŋ,dɪpləmætɪk
从此,cóng cǐ,,industrialization,,0.7647058823529411,tsʰʊŋtsʰɯ,ɪndəstriəlɪzeɪʃən
从而,cóng ér,,democratic,,0.7499999999999999,tsʰʊŋɑɻ,dɛməkrætɪk
从前,cóng qián,,during,,0.75,tsʰʊŋtɕʰjɛn,dʊrɪŋ
从事,cóng shì,,subsidiary,,0.7,tsʰʊŋʂɨ,səbsɪdiɛri
醋,cù,,dispute,,0.6428571428571428,tsʰu,dɪspjut
促进,cù jìn,,reconstituted,,0.673076923076923,tsʰutɕin,rikɑnstətutɪd
促使,cù shǐ,,school,,0.6249999999999999,tsʰuʂɨ,skul
催,cuī,,railway,,0.5357142857142857,tsʰweɪ,reɪlweɪ
存,cún,,disillusioned,,0.575,tsʰwən,dɪsɪluʒənd
存在,cún zài,,towards,,0.65,tsʰwəntsaɪ,təwɔrdz
错误,cuò wù,,subsequent,,0.7,tsʰwɔu,səbsəkwənt
措施,cuò shī,,society,,0.6666666666666666,tsʰwɔʂɨ,soʊsaɪɪti
答应,dā ying,,having,,0.45,taiŋ,hævɪŋ
达到,dá dào,,data,,0.4,tatɑʊ,dætə
打工,dǎ gōng,,town,,0.4,takʊŋ,taʊn
打交道,dǎ jiāo dào,,title,,0.6000000000000001,tatɕjɑʊtɑʊ,taɪtəl
打喷嚏,dǎ pēn tì,,subsequently,,0.5208333333333334,tapʰəntʰi,səbsəkwəntli
打听,dǎ ting,,not,,0.6249999999999999,tatʰiŋ,nɑt
打招呼,dǎ zhāo hu,,described,,0.6388888888888888,taʈʂɑʊxu,dɪskraɪbd
大方,dà fang,,living,,0.4,tafɑŋ,lɪvɪŋ
大象,dà xiàng,,satisfying,,0.575,taɕjɑŋ,sætɪsfaɪɪŋ
大型,dà xíng,,time,,0.5,taɕiŋ,taɪm
呆,dāi,,time,,0.25,taɪ,taɪm
贷款,dài kuǎn,,tajikistan,,0.45,taɪkʰwan,tɑʤikɪstæn
待遇,dài yù,,drive,,0.45,taɪy,draɪv
担任,dān rèn,,mention,,0.3749999999999999,tanʐən,mɛnʃən
单纯,dān chún,,construction,,0.5909090909090908,tanʈʂʰwən,kənstrəkʃən
单调,dān diào,,tenure,,0.4999999999999999,tantjɑʊ,tɛnjər
单独,dān dú,,land,,0.4,tantu,lænd
单位,dān wèi,,manuel,,0.3749999999999999,tanweɪ,mɑnwɛl
单元,dān yuán,,added,,0.4999999999999999,tanɥœn,ædɪd
耽误,dān wu,,towns,,0.4,tanu,taʊnz
胆小鬼,dǎn xiǎo guǐ,,manufacturers,,0.6785714285714286,tanɕjɑʊkweɪ,mænjəfækʧərərz
淡,dàn,,town,,0.25,tan,taʊn
当代,dāng dài,,today,,0.4583333333333332,tɑŋtaɪ,tədeɪ
挡,dǎng,,tank,,0.25,tɑŋ,tæŋk
岛,dǎo,,now,,0.25,tɑʊ,naʊ
倒霉,dǎo méi,,timing,,0.3333333333333333,tɑʊmeɪ,taɪmɪŋ
导演,dǎo yǎn,,champion,,0.4999999999999999,tɑʊjɛn,ʧæmpiən
导致,dǎo zhì,,likely,,0.4583333333333332,tɑʊʈʂɨ,laɪkli
倒,dào,,now,,0.25,tɑʊ,naʊ
到达,dào dá,,out,,0.4,tɑʊta,aʊt
道德,dào dé,,santo,,0.4999999999999999,tɑʊtɤ,sæntoʊ
道理,dào li,,valley,,0.4,tɑʊli,væli
登机牌,dēng jī pái,,nearby,,0.625,tɤŋtɕipʰaɪ,nɪrbaɪ
登记,dēng jì,,country,,0.5833333333333333,tɤŋtɕi,kəntri
等待,děng dài,,today,,0.4583333333333332,tɤŋtaɪ,tədeɪ
等候,děng hòu,,lankan,,0.4583333333333332,tɤŋxoʊ,læŋkən
等于,děng yú,,tango,,0.5416666666666666,tɤŋy,tæŋgoʊ
滴,dī,,to,,0.25,ti,tɪ
的确,dí què,,subsequent,,0.7,titɕʰɥœ,səbsəkwənt
敌人,dí rén,,adhesion,,0.3571428571428571,tiʐən,ædhiʒən
递,dì,,to,,0.25,ti,tɪ
地道,dì dao,,eli,,0.4,titɑʊ,ilaɪ
地理,dì lǐ,,daily,,0.4,tili,deɪli
地区,dì qū,,teams,,0.6249999999999999,titɕʰy,timz
地毯,dì tǎn,,streamlined,,0.5750000000000001,titʰan,strimlaɪnd
地位,dì wèi,,way,,0.4,tiweɪ,weɪ
地震,dì zhèn,,italian,,0.4999999999999999,tiʈʂən,ɪtæljən
点头,diǎn tóu,,alejandro,,0.5227272727272727,tjɛntʰoʊ,ɑleɪjɑndroʊ
点心,diǎn xin,,london,,0.4999999999999999,tjɛnɕin,ləndən
电池,diàn chí,,liechtenstein,,0.5909090909090908,tjɛnʈʂʰɨ,lɪktənstaɪn
电台,diàn tái,,transferring,,0.6000000000000001,tjɛntʰaɪ,trænsfərɪŋ
钓,diào,,trout,,0.4,tjɑʊ,traʊt
丁,dīng,,dealing,,0.45,tiŋ,dilɪŋ
顶,dǐng,,dealing,,0.45,tiŋ,dilɪŋ
冻,dòng,,eating,,0.375,tʊŋ,itɪŋ
洞,dòng,,eating,,0.375,tʊŋ,itɪŋ
动画片,dòng huà piàn,,transformations,,0.7,tʊŋxwapʰjɛn,trænsfərmeɪʃənz
逗,dòu,,no,,0.25,toʊ,noʊ
豆腐,dòu fu,,home,,0.45,toʊfu,hoʊm
独立,dú lì,,tunis,,0.35,tuli,tunis
独特,dú tè,,newly,,0.6000000000000001,tutʰɤ,nuli
度过,dù guò,,square,,0.6000000000000001,tukwɔ,skwɛr
短信,duǎn xìn,,johnson,,0.4999999999999999,twanɕin,ʤɑnsən
堆,duī,,day,,0.375,tweɪ,deɪ
对比,duì bǐ,,type,,0.4166666666666666,tweɪpi,taɪp
对待,duì dài,,later,,0.4642857142857142,tweɪtaɪ,leɪtər
对方,duì fāng,,landscaping,,0.5249999999999999,tweɪfɑŋ,lænskeɪpɪŋ
对手,duì shǒu,,ratio,,0.4642857142857142,tweɪʂoʊ,reɪʃioʊ
对象,duì xiàng,,australia,,0.611111111111111,tweɪɕjɑŋ,ɔstreɪljə
对于,duì yú,,way,,0.4,tweɪy,weɪ
吨,dūn,,when,,0.3125,twən,wɪn
蹲,dūn,,when,,0.3125,twən,wɪn
多亏,duō kuī,,norway,,0.46875,twɔkʰweɪ,nɔrweɪ
多余,duō yú,,twenty,,0.5833333333333333,twɔy,twɛnti
躲藏,duǒ cáng,,demonstrating,,0.673076923076923,twɔtsʰɑŋ,dɛmənstreɪtɪŋ
恶劣,è liè,,australia,,0.5833333333333333,ɤljɛ,ɔstreɪljə
发表,fā biǎo,,bobby,,0.4166666666666666,fapjɑʊ,bɑbi
发愁,fā chóu,,also,,0.4999999999999999,faʈʂʰoʊ,ɔlsoʊ
发达,fā dá,,party,,0.4,fata,pɑrti
发抖,fā dǒu,,below,,0.3,fatoʊ,bɪloʊ
发挥,fā huī,,maxwell,,0.3928571428571428,faxweɪ,mækswɛl
发明,fā míng,,panic,,0.35,famiŋ,pænɪk
发票,fā piào,,copyright,,0.53125,fapʰjɑʊ,kɑpiraɪt
发言,fā yán,,died,,0.45,fajɛn,daɪd
罚款,fá kuǎn,,maximum,,0.59375,fakʰwan,mæksəməm
法院,fǎ yuàn,,found,,0.4,faɥœn,faʊnd
翻,fān,,von,,0.25,fan,vɔn
